B1;4552;0.33020884889775826;0.023249667344017722;0.9870386643233744;0.9556239015817223;0.1120140290290139;0.11137961335676626;0.08347978910369068;0.024;0.40855497946913905;0.038000000000000034;0.17;0.114;0.0015377855887521968;0.0008787346221441124;0.5714285714285714;0.0006824401911049716;0.0018900397988380613;1
B2;900;0.32310930095978496;0.015201080597506468;0.9755555555555555;0.7077777777777777;0.10552488868851816;0.10444444444444445;0.07777777777777778;0.019;0.40671835190265937;0.040000000000000036;0.164;0.106;0.0077777777777777776;0.0044444444444444444;0.5714285714285714;0.001286340157532928;0.0035590872567914378;1
B3;6699;0.34853658336036625;0.02713150673515579;0.987610091058367;0.9638752052545156;0.11692435040272967;0.11643528884908196;0.09314823107926556;0.034;0.4200191896140468;0.050000000000000044;0.16;0.148;0.0010449320794148381;0.0005971040453799074;0.5714285714285714;0.0005502033876790824;0.0015241313976277482;1
B4;7930;0.3421113860360407;0.02763481258763182;0.9883984867591425;0.9619167717528373;0.10696750076551306;0.10706179066834805;0.08184110970996217;0.016;0.40505706902882593;0.018000000000000016;0.146;0.088;0.0008827238335435057;0.0005044136191677175;0.5714285714285714;8.094030987659817e-05;0.0002243848163983042;1
B5;3717;0.35795839009891967;0.06213268372513915;0.9852031207963411;0.8781275221953188;0.11198620516878241;0.11380145278450363;0.09200968523002422;0.02;0.41327962823788084;0.028000000000000025;0.158;0.088;0.0018832391713747645;0.0010761366693570083;0.5714285714285714;0.0019456707644021076;0.005377620902630054;1
B6;9643;0.3471914951614688;0.026912362002497976;0.9879705485844654;0.9709633931349165;0.11496793327917995;0.11407238411282795;0.08700611842787515;0.023;0.3998270036079581;0.040000000000000036;0.162;0.116;0.000725915171627087;0.00041480866950119257;0.5714285714285714;0.001186295248065239;0.003282809927772301;1
B7;3465;0.32312702264057785;0.06213268372513915;0.9858585858585859;0.862914862914863;0.10952695019304157;0.10909090909090909;0.08513708513708514;0.018;0.4074646713588183;0.020000000000000018;0.162;0.08;0.00202020202020202;0.0011544011544011544;0.5714285714285714;0.0015579237405269897;0.004308624579522191;1
B8;6178;0.35556708681821986;0.027101165896505058;0.9873745548721269;0.962771123340887;0.11076527421001088;0.11233408870184526;0.08595014567821302;0.023;0.40680127985977493;0.030000000000000027;0.156;0.094;0.0011330527678860473;0.0006474587245063128;0.5714285714285714;0.0002721689258727844;0.0007542804630570332;1
B9;1580;0.3055987921025364;0.07191002346859769;0.9822784810126582;0.8518987341772152;0.1066336309544636;0.10443037974683544;0.08227848101265822;0.024;0.40794157908435474;0.038000000000000034;0.112;0.09;0.004430379746835443;0.002531645569620253;0.5714285714285714;0.00029591025788633374;0.0008200449743415161;1
B10;5102;0.36344660072043034;0.023260895055266437;0.9868678949431595;0.9460995687965503;0.11273143912621877;0.11485691885535085;0.09310074480595845;0.018;0.4052244323508796;0.028000000000000025;0.16;0.11;0.0013720109760878088;0.0007840062720501764;0.5714285714285714;0.0010648358159768279;0.0029472757109835213;1
