['LR', 'CART', 'NAIVE', 'MLP'];0.0;nan;0.5;0.13
['LR', 'CART', 'NAIVE', 'EXTRA'];0.0;nan;0.5;0.13
['LR', 'CART', 'KNN', 'SGD'];0.04;nan;0.5;0.09
['LR', 'CART', 'KNN', 'SVC'];0.04;nan;0.5;0.09
['LR', 'CART', 'KNN', 'MLP'];0.0;nan;0.5;0.05
['LR', 'CART', 'KNN', 'EXTRA'];0.0;nan;0.5;0.05
['LR', 'CART', 'SGD', 'SVC'];0.07;nan;0.49;0.06
['LR', 'CART', 'SGD', 'MLP'];0.0;nan;0.5;0.09
['LR', 'CART', 'SGD', 'EXTRA'];0.0;nan;0.5;0.09
['LR', 'CART', 'SVC', 'MLP'];0.0;nan;0.5;0.08
['LR', 'CART', 'SVC', 'EXTRA'];0.0;nan;0.5;0.08
['LR', 'CART', 'MLP', 'EXTRA'];0.0;nan;0.5;0.05
['LR', 'NAIVE', 'KNN', 'SGD'];0.05;nan;0.25;0.15
['LR', 'NAIVE', 'KNN', 'SVC'];0.04;nan;0.2;0.16
['LR', 'NAIVE', 'KNN', 'MLP'];0.0;nan;0.5;0.13
['LR', 'NAIVE', 'KNN', 'EXTRA'];0.0;nan;0.5;0.13
['LR', 'NAIVE', 'SGD', 'SVC'];0.07;0.2;0.19;0.13
['LR', 'NAIVE', 'SGD', 'MLP'];0.0;nan;0.5;0.17
['LR', 'NAIVE', 'SGD', 'EXTRA'];0.0;nan;0.5;0.17
['LR', 'NAIVE', 'SVC', 'MLP'];0.0;nan;0.5;0.17
['LR', 'NAIVE', 'SVC', 'EXTRA'];0.0;nan;0.5;0.17
['LR', 'NAIVE', 'MLP', 'EXTRA'];0.0;nan;0.5;0.13
['LR', 'KNN', 'SGD', 'SVC'];0.07;nan;0.49;0.06
['LR', 'KNN', 'SGD', 'MLP'];0.0;nan;0.5;0.09
['LR', 'KNN', 'SGD', 'EXTRA'];0.0;nan;0.5;0.09
['LR', 'KNN', 'SVC', 'MLP'];0.0;nan;0.5;0.08
['LR', 'KNN', 'SVC', 'EXTRA'];0.0;nan;0.5;0.08
['LR', 'KNN', 'MLP', 'EXTRA'];0.0;nan;0.5;0.05
['LR', 'SGD', 'SVC', 'MLP'];0.0;nan;0.5;0.12
['LR', 'SGD', 'SVC', 'EXTRA'];0.0;nan;0.5;0.12
['LR', 'SGD', 'MLP', 'EXTRA'];0.0;nan;0.5;0.09
['LR', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.5;0.08
['CART', 'NAIVE', 'KNN', 'SGD'];0.01;nan;0.26;0.18
['CART', 'NAIVE', 'KNN', 'SVC'];0.01;nan;0.2;0.18
['CART', 'NAIVE', 'KNN', 'MLP'];0.0;nan;0.5;0.08
['CART', 'NAIVE', 'KNN', 'EXTRA'];0.0;nan;0.5;0.08
['CART', 'NAIVE', 'SGD', 'SVC'];0.04;nan;0.2;0.16
['CART', 'NAIVE', 'SGD', 'MLP'];0.0;nan;0.5;0.12
['CART', 'NAIVE', 'SGD', 'EXTRA'];0.0;nan;0.5;0.12
['CART', 'NAIVE', 'SVC', 'MLP'];0.0;nan;0.5;0.12
['CART', 'NAIVE', 'SVC', 'EXTRA'];0.0;nan;0.5;0.12
['CART', 'NAIVE', 'MLP', 'EXTRA'];0.0;nan;0.5;0.08
['CART', 'KNN', 'SGD', 'SVC'];0.03;nan;0.5;0.09
['CART', 'KNN', 'SGD', 'MLP'];0.0;nan;0.5;0.04
['CART', 'KNN', 'SGD', 'EXTRA'];0.0;nan;0.5;0.04
['CART', 'KNN', 'SVC', 'MLP'];0.0;nan;0.5;0.04
['CART', 'KNN', 'SVC', 'EXTRA'];0.0;nan;0.5;0.04
['CART', 'KNN', 'MLP', 'EXTRA'];0.0;nan;0.5;0.0
['CART', 'SGD', 'SVC', 'MLP'];0.0;nan;0.5;0.08
['CART', 'SGD', 'SVC', 'EXTRA'];0.0;nan;0.5;0.08
['CART', 'SGD', 'MLP', 'EXTRA'];0.0;nan;0.5;0.04
['CART', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.5;0.04
['NAIVE', 'KNN', 'SGD', 'SVC'];0.04;nan;0.2;0.16
['NAIVE', 'KNN', 'SGD', 'MLP'];0.0;nan;0.5;0.12
['NAIVE', 'KNN', 'SGD', 'EXTRA'];0.0;nan;0.5;0.12
['NAIVE', 'KNN', 'SVC', 'MLP'];0.0;nan;0.5;0.12
['NAIVE', 'KNN', 'SVC', 'EXTRA'];0.0;nan;0.5;0.12
['NAIVE', 'KNN', 'MLP', 'EXTRA'];0.0;nan;0.5;0.08
['NAIVE', 'SGD', 'SVC', 'MLP'];0.0;nan;0.5;0.16
['NAIVE', 'SGD', 'SVC', 'EXTRA'];0.0;nan;0.5;0.16
['NAIVE', 'SGD', 'MLP', 'EXTRA'];0.0;nan;0.5;0.12
['NAIVE', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.5;0.12
['KNN', 'SGD', 'SVC', 'MLP'];0.0;nan;0.5;0.08
['KNN', 'SGD', 'SVC', 'EXTRA'];0.0;nan;0.5;0.08
['KNN', 'SGD', 'MLP', 'EXTRA'];0.0;nan;0.5;0.04
['KNN', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.5;0.04
