;PC1;PC2;PC3;PC4;PC5;PC6;PC7;true_label;pred_label
0;0.1629841598951285;0.06582087051023174;-0.02162943743316041;-0.004332004197735717;-0.017343647407711008;-0.008139138160602112;-0.03059668854965282;0;0.0
1;0.22349734211459904;-0.19495706514457511;-0.015484082842508864;-0.02830548462545246;-0.03175898215476629;0.02197854198990199;0.011785799651462233;0;0.0
2;0.12476942035906946;-0.10212110398163286;-0.02008818902945092;-0.009753585055720215;-0.01964359402995604;-0.006431238412248602;0.022563469785163746;0;0.0
3;0.39992991592438776;1.1239274162426585;-0.02874681216692286;0.029931922986407455;0.02916082682660985;-0.013433972848181472;0.029801475928075548;0;0.0
4;0.16329265978486618;0.06573133991932027;-0.021601699457277426;-0.00448789315191922;-0.017219273858756243;-0.007865536286729202;-0.030697738986911225;0;0.0
5;0.11286723168625001;-0.1571696112642345;-0.019733749120471406;-0.011773071789103362;-0.023781887675195134;-0.006109383460513165;0.013779797275839068;0;0.0
6;0.1677894456520953;0.08498458547582198;-0.021702214427017363;-0.003949410740940906;-0.015940515352679777;-0.007740739034647108;-0.027971260324523257;0;0.0
7;0.008550799029314604;-0.12096891292438686;-0.02770983033119745;0.027265705097746062;0.004760511435345191;-0.06391970209980778;0.014791454620304016;1;0.0
8;0.11416858210977221;-0.15307983844035394;-0.019732152828989047;-0.011793414855959417;-0.023257746015202807;-0.005809673231162854;0.012893094214731473;0;0.0
9;0.267894010258825;0.530000637104188;-0.024749136051580453;0.010370766801467757;0.002930689207652184;-0.009924039599252081;-0.016901150153685;0;0.0
10;0.16325092950661346;0.062062052388179426;-0.021515511699506495;-0.004970574510525072;-0.017715324755800087;-0.007322657506100269;-0.03176150823520932;0;0.0
11;0.11272780970248353;-0.16083643823071642;-0.019656734607491844;-0.012185574456187842;-0.024073281616102577;-0.005635672712208134;0.012023273119127648;0;0.0
12;0.16841211490310282;0.08485358890442764;-0.02164535912737052;-0.004257929395839688;-0.01580992562046117;-0.007220460344685979;-0.027969023862694318;0;0.0
13;0.14686497596595416;-0.16672078448720581;-0.014238138397481809;-0.042941424880140966;-0.026422814840031658;0.04198543421368362;0.012565825937628521;1;0.0
14;0.24563317704663157;-0.20274455095280364;-0.013316641258605877;-0.03958538447165638;-0.03693632483877626;0.03894767730559994;0.01064918565334371;1;0.0
15;-0.972024605209496;0.07279777216305096;-0.019737367852681736;-0.10271423949688685;-0.03256239559730341;0.0807184922060451;-0.01001994755570304;1;0.0
16;0.11376284628941669;-0.15705241230700245;-0.01965624873868184;-0.012173334011891246;-0.02399739624472992;-0.005498772324351711;0.013960876612260639;0;0.0
17;0.16907514865708462;0.08698836655845248;-0.021632995958131312;-0.004267889783177048;-0.01627008516459066;-0.007211530840165674;-0.027134411270766236;0;0.0
18;0.223660078066948;-0.19423438500574597;-0.015491013230876205;-0.02828655727714624;-0.03156607135633088;0.02201328032338442;0.011786236103543636;0;0.0
19;-0.9600181149653012;0.06968079910715912;-0.02086406436785211;-0.09481623998087285;-0.03017844791950158;0.06977086144972666;-0.009839830494938202;1;0.0
20;-0.9603172067107388;0.06975842748835236;-0.020836000306766495;-0.09501299601806246;-0.030237318436554982;0.0700436922712131;-0.009844337209994;1;0.0
21;0.303008733169714;-0.2140195878163379;-0.007932031021874647;-0.0676818102025537;-0.047507405807178396;0.08197371455910718;0.011724260437100946;1;0.0
22;-0.4355067663226451;-0.09653247999009486;-0.18672556516594352;1.4390073665088015;-0.07224643979563382;0.3361619330645247;9.800264602716387e-06;1;0.0
23;-1.0234260505900405;0.08614192029958874;-0.014913831398968305;-0.13652669316647847;-0.042767129167744014;0.12758710114949112;-0.010791102729258668;1;0.0
24;0.06806993003397777;-0.14016755285413515;-0.03171210233130292;0.04984922540591252;0.1279149179607552;-0.07138222557189366;-0.00045107157011368287;1;0.0
25;0.0630751958437315;-0.16261886854207663;-0.0314559965139314;0.049155675108487284;0.12069765704998155;-0.07254790459679397;0.005221933691259976;1;0.0
26;0.10025627142984761;-0.14786110380499623;-0.028634559691185293;0.033918644563469935;0.1199848669373168;-0.047415832799907305;0.0009465550987136969;1;0.0
27;0.09528221363960954;-0.16972628227940284;-0.028414187083866352;0.0332762007460089;0.11509382527731768;-0.048186685290210515;0.00587871346997397;1;0.0
28;0.4032092443889902;1.1232973331712408;-0.028440504239051437;0.02832480307287777;0.028789076376717394;-0.010927114706790829;0.029953850647375945;0;0.0
29;0.12802112257603038;-0.10276340538261476;-0.019783626006866173;-0.011347298447789145;-0.020148939723115922;-0.003972394812085139;0.02262079406931208;0;0.0
30;0.16578536668949184;0.061561256463638483;-0.021278161531604764;-0.006212817063727671;-0.01810424925996614;-0.005405112516930807;-0.03171701897106112;0;0.0
31;0.19533831591082962;-0.16309995665595414;-0.018930931709969206;-0.010990690100901812;-0.017324221466130083;-0.0020149025872840745;0.006006804407531557;1;0.0
32;0.1160234458844922;-0.1577942297811712;-0.01943834562165031;-0.013320476587485253;-0.02423890550821922;-0.0037154638953268565;0.013834150782837555;0;0.0
33;0.17055477939393748;0.08224015921824913;-0.021393335702633562;-0.005613291270251453;-0.016012129870900095;-0.005165581904440442;-0.02844588046184042;0;0.0
34;0.19020591806804266;-0.1855200750722587;-0.018691271063164525;-0.011622605130429786;-0.02396658975851332;-0.003167365887959038;0.011755446890865936;1;0.0
35;0.1888350465419658;-0.1564399905906561;-0.010798279474066627;-0.06103617872698375;-0.0272368960594634;0.07154079874454469;0.018122675387390257;1;0.0
36;0.22277857611841778;-0.19825329251044438;-0.01546150508703488;-0.028393624981591037;-0.03272649201507927;0.021808755668119066;0.010220985197069392;0;0.0
