50;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.2;0.04;0.2;0.0;-inf
100;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.1;0.03;0.3;0.0;-inf
150;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006666666666666667;0.06666666666666667;0.013333333333333334;0.2;0.0;-inf
200;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005;0.05;0.015;0.3;0.0;-inf
250;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004;0.04;0.012;0.3;0.0;-inf
300;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0033333333333333335;0.03333333333333333;0.01;0.3;0.0;-inf
350;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002857142857142857;0.02857142857142857;0.008571428571428572;0.3;0.0;-inf
400;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0025;0.025;0.0075;0.3;0.0;-inf
450;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0022222222222222222;0.022222222222222223;0.008888888888888889;0.4;0.0;-inf
500;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.02;0.006;0.3;0.0;-inf
550;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.01818181818181818;0.005454545454545455;0.3;0.0;-inf
600;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.016666666666666666;0.005;0.3;0.0;-inf
650;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.015384615384615385;0.004615384615384616;0.3;0.0;-inf
700;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.014285714285714285;0.004285714285714286;0.3;0.0;-inf
750;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.013333333333333334;0.004;0.3;0.0;-inf
800;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.0125;0.005;0.4;0.0;-inf
850;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.011764705882352941;0.0035294117647058825;0.3;0.0;-inf
900;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.011111111111111112;0.0033333333333333335;0.3;0.0;-inf
950;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.010526315789473684;0.003157894736842105;0.3;0.0;-inf
1000;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.01;0.004;0.4;0.0;-inf
1050;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.009523809523809525;0.002857142857142857;0.3;0.0;-inf
