50;0.7626269029211911;0.00016458670427040733;0.28;0.1;0.13187304594764573;0.12;0.12;0.02;0.6686127286299185;0.020000000000000018;0.02;0.16;0.2;0.1;0.5;0.31992295427172013;0.5811577752553916;9
100;0.6104595362395729;3.4630730300905746e-05;0.29;0.0;0.0806060097800232;0.07;0.01;0.03;0.6592749760633922;0.040000000000000036;0.06;0.11;0.1;0.05;0.5;0.29852854011610264;0.555330829240104;19
150;0.796735559661891;0.0003050108380246806;0.3333333333333333;0.006666666666666667;0.19604386835848192;0.20666666666666667;0.14666666666666667;0.016666666666666666;0.599666928994653;0.033333333333333326;0.06666666666666667;0.1;0.06666666666666667;0.03333333333333333;0.5;0.17325362750738216;0.3745123537061118;39
200;0.6879295266495056;0.00161482723731722;0.315;0.0;0.13566823107473933;0.115;0.11;0.015;0.6000260572519482;0.020000000000000018;0.065;0.085;0.05;0.025;0.5;0.21337389002939888;0.4385978608790694;47
250;0.7422440236152614;2.3631612952996294e-06;0.42;0.008;0.11415380284718715;0.096;0.068;0.018;0.6310467163035027;0.028000000000000025;0.04;0.076;0.04;0.02;0.5;0.21851850676135764;0.44635577209903554;58
300;0.7321396053955247;4.5359141687625074e-07;0.35;0.0;0.12837814190555047;0.12;0.11333333333333333;0.013333333333333334;0.5870195379657026;0.020000000000000018;0.06666666666666667;0.056666666666666664;0.03333333333333333;0.02;0.6;0.15853536379182442;0.349290194783757;81
350;0.7692631282062177;0.00010206945480678712;0.32285714285714284;0.0;0.1576993114931825;0.14857142857142858;0.08571428571428572;0.014285714285714285;0.6447449258436934;0.020000000000000018;0.07142857142857142;0.07428571428571429;0.02857142857142857;0.014285714285714285;0.5;0.25579545710286256;0.49973056385636605;74
400;0.7754370472729419;6.467551538889129e-06;0.345;0.0;0.15276578038682295;0.1425;0.1225;0.01125;0.6310811910953014;0.0050000000000000044;0.0675;0.0625;0.025;0.015;0.6;0.2176560276295052;0.44506210033236804;93
450;0.7382602510056919;0.0001691730521155463;0.3022222222222222;0.0;0.13183597520861587;0.11777777777777777;0.09333333333333334;0.006666666666666667;0.6653055907716399;0.008888888888888835;0.035555555555555556;0.03777777777777778;0.022222222222222223;0.011111111111111112;0.5;0.28705035003674617;0.5409401389169092;88
500;0.7420816156245997;4.937719497889138e-07;0.304;0.0;0.13313739258510268;0.124;0.108;0.016;0.6617097320359104;0.02400000000000002;0.06;0.06;0.02;0.012;0.6;0.2820899841305218;0.534601001160596;99
550;0.7042255315125653;1.641186211770118e-07;0.5581818181818182;0.2581818181818182;0.1084736355833949;0.08363636363636363;0.06181818181818182;0.014;0.6212692747730326;0.020000000000000018;0.06;0.058;0.01818181818181818;0.00909090909090909;0.5;0.21105934270337923;0.43507501293326434;130
600;0.6877039158087069;0.0003637354217447541;0.3983333333333333;0.0;0.11466632696932681;0.10666666666666667;0.07666666666666666;0.011;0.6280570826098488;0.010000000000000009;0.046;0.054;0.016666666666666666;0.008333333333333333;0.5;0.2585172600687262;0.5034420832086202;126
650;0.7545765867380273;0.0010829540304109384;0.3415384615384615;0.05846153846153846;0.12799262581569845;0.1123076923076923;0.09230769230769231;0.011;0.6139618681524862;0.01200000000000001;0.084;0.06;0.015384615384615385;0.007692307692307693;0.5;0.215344006258536;0.4415804771530165;152
700;0.7510449100071924;0.00048623899838699634;0.37;0.03857142857142857;0.1513260805707391;0.13714285714285715;0.1;0.012;0.6226362736512594;0.016000000000000014;0.04;0.06;0.014285714285714285;0.007142857142857143;0.5;0.168972693471799;0.3672762168790319;184
750;0.7746305806004034;1.4062220362437887e-05;0.3293333333333333;0.025333333333333333;0.1306079028436819;0.112;0.112;0.013;0.6227107028572514;0.016000000000000014;0.062;0.062;0.013333333333333334;0.008;0.6;0.25219384166876746;0.49478191062349486;160
800;0.7223666333187778;0.006113333700725625;0.37125;0.0025;0.11781419504477231;0.095;0.07375;0.012;0.6167882339669275;0.018000000000000016;0.036;0.054;0.0125;0.00625;0.5;0.1927083804566544;0.40640624688751215;198
850;0.7344113610596171;0.000553670714619491;0.5552941176470588;0.20823529411764705;0.14461023264337003;0.14;0.12117647058823529;0.009;0.6415133653312779;0.016000000000000014;0.052;0.042;0.011764705882352941;0.0058823529411764705;0.5;0.22715116818024184;0.4591531633745506;193
900;0.7328184963061347;2.7646902275925662e-06;0.32666666666666666;0.0;0.13979055723675227;0.12333333333333334;0.07777777777777778;0.012;0.6102203859690606;0.016000000000000014;0.074;0.054;0.011111111111111112;0.006666666666666667;0.6;0.23179971034985158;0.4659323343585703;202
950;0.699607873595841;0.0021612057366565563;0.32105263157894737;0.0;0.11927716752784245;0.10421052631578948;0.07684210526315789;0.013;0.6281719476864929;0.016000000000000014;0.056;0.062;0.010526315789473684;0.005263157894736842;0.5;0.24564078527023547;0.48566711187773925;206
1000;0.7118406374793936;0.0001703865503173218;0.304;0.031;0.13470411731546744;0.126;0.11;0.013;0.6473423157147137;0.018000000000000016;0.088;0.054;0.01;0.005;0.5;0.23439229561293173;0.4696797651876632;223
1050;0.7447350833981139;3.5058312763249916e-06;0.37714285714285717;0.03333333333333333;0.12483981789959181;0.11142857142857143;0.08571428571428572;0.015;0.5955037795840997;0.020000000000000018;0.074;0.07;0.009523809523809525;0.005714285714285714;0.6;0.2113524283920305;0.4355222304841154;248
1100;0.6988203410533849;2.043096264914387e-06;0.3427272727272727;0.0;0.11730198921061816;0.09727272727272727;0.07090909090909091;0.009;0.5909519099864052;0.010000000000000009;0.038;0.044;0.00909090909090909;0.005454545454545455;0.6;0.20647477821389926;0.42803655269715146;263
1150;0.7213382106104471;0.0007552350651091368;0.4408695652173913;0.0;0.11483405195035885;0.09565217391304348;0.06521739130434782;0.007;0.6190146513469339;0.010000000000000009;0.064;0.05;0.008695652173913044;0.004347826086956522;0.5;0.22426940654123562;0.4549114538669857;263
1200;0.7244059045427756;1.9786209514398374e-06;0.37;0.0;0.13371532891034973;0.12333333333333334;0.09333333333333334;0.01;0.6158455446321061;0.008000000000000007;0.06;0.048;0.008333333333333333;0.005;0.6;0.15853536379182442;0.349290194783757;324
1250;0.7486367882548756;1.0728074211223229e-08;0.8608;0.1816;0.12787302753189214;0.1112;0.092;0.01;0.5737745878498466;0.014000000000000012;0.048;0.044;0.008;0.0048;0.6;0.21167509960661957;0.43601421350282765;295
1300;0.713644163166347;4.284907231306255e-06;0.35384615384615387;0.04230769230769231;0.12253362990748834;0.10461538461538461;0.0876923076923077;0.01;0.5855772643258891;0.014000000000000012;0.054;0.044;0.007692307692307693;0.004615384615384616;0.6;0.18994335546571794;0.4019698322162881;324
1350;0.750148111230323;3.0072705252265e-09;0.5192592592592593;0.047407407407407405;0.13167604221903004;0.11333333333333333;0.09185185185185185;0.014;0.6482527783582716;0.01200000000000001;0.056;0.05;0.007407407407407408;0.0022222222222222222;0.3;0.22653561774829623;0.4582496544279747;307
1400;0.7208912754844439;9.272331668740013e-07;0.4228571428571429;0.1457142857142857;0.11720566663828057;0.1;0.07285714285714286;0.013;0.655777198458328;0.014000000000000012;0.05;0.074;0.007142857142857143;0.004285714285714286;0.6;0.21950667605734686;0.4478345708420973;324
