50;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.2;0.08;0.4;0.0;-inf
100;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.1;0.05;0.5;0.0;-inf
150;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006666666666666667;0.06666666666666667;0.013333333333333334;0.2;0.0;-inf
200;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005;0.05;0.03;0.6;0.0;-inf
250;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004;0.04;0.02;0.5;0.0;-inf
300;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0033333333333333335;0.03333333333333333;0.016666666666666666;0.5;0.0;-inf
350;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002857142857142857;0.02857142857142857;0.002857142857142857;0.1;0.0;-inf
400;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0025;0.025;0.0125;0.5;0.0;-inf
450;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0022222222222222222;0.022222222222222223;0.011111111111111112;0.5;0.0;-inf
500;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.02;0.01;0.5;0.0;-inf
550;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.01818181818181818;0.01090909090909091;0.6;0.0;-inf
600;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.016666666666666666;0.008333333333333333;0.5;0.0;-inf
650;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.015384615384615385;0.007692307692307693;0.5;0.0;-inf
700;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.014285714285714285;0.008571428571428572;0.6;0.0;-inf
750;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.013333333333333334;0.006666666666666667;0.5;0.0;-inf
800;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.0125;0.00875;0.7;0.0;-inf
850;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.011764705882352941;0.0058823529411764705;0.5;0.0;-inf
900;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.011111111111111112;0.005555555555555556;0.5;0.0;-inf
950;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.010526315789473684;0.00631578947368421;0.6;0.0;-inf
1000;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.01;0.006;0.6;0.0;-inf
1050;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.009523809523809525;0.005714285714285714;0.6;0.0;-inf
1100;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.00909090909090909;0.005454545454545455;0.6;0.0;-inf
1150;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.008695652173913044;0.0052173913043478265;0.6;0.0;-inf
1200;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.008333333333333333;0.005;0.6;0.0;-inf
1250;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.008;0.0048;0.6;0.0;-inf
1300;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.007692307692307693;0.004615384615384616;0.6;0.0;-inf
1350;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.007407407407407408;0.003703703703703704;0.5;0.0;-inf
1400;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.007142857142857143;0.004285714285714286;0.6;0.0;-inf
1450;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.006896551724137931;0.0034482758620689655;0.5;0.0;-inf
1500;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.006666666666666667;0.004;0.6;0.0;-inf
1550;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.0064516129032258064;0.0032258064516129032;0.5;0.0;-inf
1600;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.00625;0.003125;0.5;0.0;-inf
1650;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.006060606060606061;0.0036363636363636364;0.6;0.0;-inf
